"id","date_created","date_deleted","date_updated","price","room_number","room_type","hotel_id"
"","17-Sep-2021 13:20:29","","","2367.0","171","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2268.0","743","DELUXE",""
"","17-Sep-2021 13:20:29","","","3039.0","336","FAMILY",""
"","17-Sep-2021 13:20:29","","","4147.0","281","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4952.0","540","FAMILY",""
"","17-Sep-2021 13:20:29","","","215.0","857","FAMILY",""
"","17-Sep-2021 13:20:29","","","2258.0","227","FAMILY",""
"","17-Sep-2021 13:20:29","","","4536.0","92","SINGLE",""
"","17-Sep-2021 13:20:29","","","4680.0","68","DELUXE",""
"","17-Sep-2021 13:20:29","","","762.0","667","FAMILY",""
"","17-Sep-2021 13:20:29","","","2847.0","285","FAMILY",""
"","17-Sep-2021 13:20:29","","","4610.0","325","DELUXE",""
"","17-Sep-2021 13:20:29","","","843.0","561","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4094.0","384","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1255.0","783","FAMILY",""
"","17-Sep-2021 13:20:29","","","3915.0","448","DELUXE",""
"","17-Sep-2021 13:20:29","","","4633.0","197","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3294.0","331","DELUXE",""
"","17-Sep-2021 13:20:29","","","2133.0","108","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3760.0","667","FAMILY",""
"","17-Sep-2021 13:20:29","","","1968.0","497","FAMILY",""
"","17-Sep-2021 13:20:29","","","1455.0","728","FAMILY",""
"","17-Sep-2021 13:20:29","","","2396.0","519","SINGLE",""
"","17-Sep-2021 13:20:29","","","2731.0","668","FAMILY",""
"","17-Sep-2021 13:20:29","","","3416.0","329","FAMILY",""
"","17-Sep-2021 13:20:29","","","577.0","284","SINGLE",""
"","17-Sep-2021 13:20:29","","","592.0","729","FAMILY",""
"","17-Sep-2021 13:20:29","","","2443.0","29","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4740.0","508","DELUXE",""
"","17-Sep-2021 13:20:29","","","2148.0","599","FAMILY",""
"","17-Sep-2021 13:20:29","","","1477.0","717","DOUBLE",""
"","17-Sep-2021 13:20:29","","","419.0","513","FAMILY",""
"","17-Sep-2021 13:20:29","","","172.0","635","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1881.0","493","DELUXE",""
"","17-Sep-2021 13:20:29","","","4258.0","493","FAMILY",""
"","17-Sep-2021 13:20:29","","","3673.0","515","FAMILY",""
"","17-Sep-2021 13:20:29","","","395.0","770","DELUXE",""
"","17-Sep-2021 13:20:29","","","2169.0","474","FAMILY",""
"","17-Sep-2021 13:20:29","","","3728.0","434","SINGLE",""
"","17-Sep-2021 13:20:29","","","3143.0","833","DELUXE",""
"","17-Sep-2021 13:20:29","","","911.0","343","SINGLE",""
"","17-Sep-2021 13:20:29","","","3864.0","769","DELUXE",""
"","17-Sep-2021 13:20:29","","","3093.0","695","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2856.0","702","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3281.0","261","DOUBLE",""
"","17-Sep-2021 13:20:29","","","640.0","320","FAMILY",""
"","17-Sep-2021 13:20:29","","","1272.0","274","DELUXE",""
"","17-Sep-2021 13:20:29","","","3998.0","809","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1764.0","572","FAMILY",""
"","17-Sep-2021 13:20:29","","","1939.0","955","DELUXE",""
"","17-Sep-2021 13:20:29","","","4172.0","86","FAMILY",""
"","17-Sep-2021 13:20:29","","","3925.0","674","SINGLE",""
"","17-Sep-2021 13:20:29","","","4927.0","439","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3618.0","115","FAMILY",""
"","17-Sep-2021 13:20:29","","","1377.0","843","FAMILY",""
"","17-Sep-2021 13:20:29","","","3135.0","558","FAMILY",""
"","17-Sep-2021 13:20:29","","","834.0","948","FAMILY",""
"","17-Sep-2021 13:20:29","","","1021.0","938","DELUXE",""
"","17-Sep-2021 13:20:29","","","1464.0","854","DELUXE",""
"","17-Sep-2021 13:20:29","","","1995.0","595","SINGLE",""
"","17-Sep-2021 13:20:29","","","289.0","549","DELUXE",""
"","17-Sep-2021 13:20:29","","","1933.0","332","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2007.0","918","DELUXE",""
"","17-Sep-2021 13:20:29","","","3787.0","79","DELUXE",""
"","17-Sep-2021 13:20:29","","","483.0","906","FAMILY",""
"","17-Sep-2021 13:20:29","","","930.0","480","SINGLE",""
"","17-Sep-2021 13:20:29","","","3117.0","674","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3364.0","294","FAMILY",""
"","17-Sep-2021 13:20:29","","","4500.0","479","FAMILY",""
"","17-Sep-2021 13:20:29","","","447.0","254","SINGLE",""
"","17-Sep-2021 13:20:29","","","727.0","750","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2492.0","372","FAMILY",""
"","17-Sep-2021 13:20:29","","","1087.0","35","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4241.0","296","FAMILY",""
"","17-Sep-2021 13:20:29","","","1266.0","703","FAMILY",""
"","17-Sep-2021 13:20:29","","","3491.0","193","DELUXE",""
"","17-Sep-2021 13:20:29","","","4815.0","388","DELUXE",""
"","17-Sep-2021 13:20:29","","","2631.0","333","FAMILY",""
"","17-Sep-2021 13:20:29","","","3696.0","668","SINGLE",""
"","17-Sep-2021 13:20:29","","","4542.0","360","FAMILY",""
"","17-Sep-2021 13:20:29","","","545.0","65","DELUXE",""
"","17-Sep-2021 13:20:29","","","3522.0","143","FAMILY",""
"","17-Sep-2021 13:20:29","","","1604.0","489","DELUXE",""
"","17-Sep-2021 13:20:29","","","2183.0","244","DELUXE",""
"","17-Sep-2021 13:20:29","","","3336.0","873","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4358.0","674","FAMILY",""
"","17-Sep-2021 13:20:29","","","1396.0","648","FAMILY",""
"","17-Sep-2021 13:20:29","","","674.0","698","FAMILY",""
"","17-Sep-2021 13:20:29","","","1842.0","423","SINGLE",""
"","17-Sep-2021 13:20:29","","","1395.0","833","FAMILY",""
"","17-Sep-2021 13:20:29","","","4720.0","693","DELUXE",""
"","17-Sep-2021 13:20:29","","","3363.0","365","DOUBLE",""
"","17-Sep-2021 13:20:29","","","161.0","6","DOUBLE",""
"","17-Sep-2021 13:20:29","","","894.0","296","DELUXE",""
"","17-Sep-2021 13:20:29","","","4152.0","126","SINGLE",""
"","17-Sep-2021 13:20:29","","","2370.0","822","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1664.0","160","DELUXE",""
"","17-Sep-2021 13:20:29","","","952.0","610","FAMILY",""
"","17-Sep-2021 13:20:29","","","694.0","808","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1444.0","817","FAMILY",""
"","17-Sep-2021 13:20:29","","","4644.0","162","DELUXE",""
"","17-Sep-2021 13:20:29","","","3375.0","149","DELUXE",""
"","17-Sep-2021 13:20:29","","","1267.0","659","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3251.0","478","DELUXE",""
"","17-Sep-2021 13:20:29","","","1393.0","730","FAMILY",""
"","17-Sep-2021 13:20:29","","","128.0","445","DOUBLE",""
"","17-Sep-2021 13:20:29","","","561.0","85","DELUXE",""
"","17-Sep-2021 13:20:29","","","4793.0","98","FAMILY",""
"","17-Sep-2021 13:20:29","","","4723.0","814","DELUXE",""
"","17-Sep-2021 13:20:29","","","737.0","617","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2605.0","574","DELUXE",""
"","17-Sep-2021 13:20:29","","","3247.0","128","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3032.0","375","SINGLE",""
"","17-Sep-2021 13:20:29","","","1658.0","748","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1164.0","445","DELUXE",""
"","17-Sep-2021 13:20:29","","","3459.0","421","FAMILY",""
"","17-Sep-2021 13:20:29","","","1333.0","592","DELUXE",""
"","17-Sep-2021 13:20:29","","","1710.0","554","DELUXE",""
"","17-Sep-2021 13:20:29","","","3008.0","526","FAMILY",""
"","17-Sep-2021 13:20:29","","","2256.0","41","FAMILY",""
"","17-Sep-2021 13:20:29","","","700.0","360","DELUXE",""
"","17-Sep-2021 13:20:29","","","4287.0","686","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3301.0","706","SINGLE",""
"","17-Sep-2021 13:20:29","","","4898.0","474","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1457.0","660","FAMILY",""
"","17-Sep-2021 13:20:29","","","4054.0","773","DELUXE",""
"","17-Sep-2021 13:20:29","","","726.0","126","FAMILY",""
"","17-Sep-2021 13:20:29","","","410.0","96","DELUXE",""
"","17-Sep-2021 13:20:29","","","2360.0","386","SINGLE",""
"","17-Sep-2021 13:20:29","","","3336.0","291","FAMILY",""
"","17-Sep-2021 13:20:29","","","524.0","256","FAMILY",""
"","17-Sep-2021 13:20:29","","","4857.0","411","FAMILY",""
"","17-Sep-2021 13:20:29","","","4066.0","289","FAMILY",""
"","17-Sep-2021 13:20:29","","","169.0","463","SINGLE",""
"","17-Sep-2021 13:20:29","","","2119.0","672","DELUXE",""
"","17-Sep-2021 13:20:29","","","4250.0","19","DELUXE",""
"","17-Sep-2021 13:20:29","","","4420.0","184","DELUXE",""
"","17-Sep-2021 13:20:29","","","3151.0","241","FAMILY",""
"","17-Sep-2021 13:20:29","","","4094.0","615","FAMILY",""
"","17-Sep-2021 13:20:29","","","3679.0","246","DOUBLE",""
"","17-Sep-2021 13:20:29","","","874.0","139","DELUXE",""
"","17-Sep-2021 13:20:29","","","493.0","60","DELUXE",""
"","17-Sep-2021 13:20:29","","","420.0","504","FAMILY",""
"","17-Sep-2021 13:20:29","","","4346.0","574","FAMILY",""
"","17-Sep-2021 13:20:29","","","1794.0","727","SINGLE",""
"","17-Sep-2021 13:20:29","","","2362.0","678","FAMILY",""
"","17-Sep-2021 13:20:29","","","3014.0","584","FAMILY",""
"","17-Sep-2021 13:20:29","","","1869.0","413","FAMILY",""
"","17-Sep-2021 13:20:29","","","3357.0","828","FAMILY",""
"","17-Sep-2021 13:20:29","","","2176.0","859","FAMILY",""
"","17-Sep-2021 13:20:29","","","2307.0","978","FAMILY",""
"","17-Sep-2021 13:20:29","","","1678.0","382","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3546.0","118","DELUXE",""
"","17-Sep-2021 13:20:29","","","4351.0","159","SINGLE",""
"","17-Sep-2021 13:20:29","","","4110.0","560","FAMILY",""
"","17-Sep-2021 13:20:29","","","2689.0","267","FAMILY",""
"","17-Sep-2021 13:20:29","","","4208.0","395","SINGLE",""
"","17-Sep-2021 13:20:29","","","3056.0","908","FAMILY",""
"","17-Sep-2021 13:20:29","","","4747.0","736","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4192.0","183","FAMILY",""
"","17-Sep-2021 13:20:29","","","512.0","531","DELUXE",""
"","17-Sep-2021 13:20:29","","","681.0","659","DELUXE",""
"","17-Sep-2021 13:20:29","","","1550.0","846","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4956.0","362","FAMILY",""
"","17-Sep-2021 13:20:29","","","2109.0","962","SINGLE",""
"","17-Sep-2021 13:20:29","","","3672.0","449","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3216.0","54","FAMILY",""
"","17-Sep-2021 13:20:29","","","2523.0","918","SINGLE",""
"","17-Sep-2021 13:20:29","","","820.0","891","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4006.0","412","SINGLE",""
"","17-Sep-2021 13:20:29","","","1001.0","948","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2515.0","250","DOUBLE",""
"","17-Sep-2021 13:20:29","","","106.0","307","FAMILY",""
"","17-Sep-2021 13:20:29","","","2085.0","218","DELUXE",""
"","17-Sep-2021 13:20:29","","","2691.0","570","FAMILY",""
"","17-Sep-2021 13:20:29","","","163.0","154","SINGLE",""
"","17-Sep-2021 13:20:29","","","4262.0","473","DELUXE",""
"","17-Sep-2021 13:20:29","","","3973.0","210","FAMILY",""
"","17-Sep-2021 13:20:29","","","1102.0","479","DELUXE",""
"","17-Sep-2021 13:20:29","","","2141.0","391","FAMILY",""
"","17-Sep-2021 13:20:29","","","4770.0","391","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1716.0","826","FAMILY",""
"","17-Sep-2021 13:20:29","","","3842.0","895","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4374.0","564","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3562.0","950","DELUXE",""
"","17-Sep-2021 13:20:29","","","4582.0","88","FAMILY",""
"","17-Sep-2021 13:20:29","","","714.0","674","FAMILY",""
"","17-Sep-2021 13:20:29","","","1758.0","124","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1294.0","696","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3304.0","214","FAMILY",""
"","17-Sep-2021 13:20:29","","","3288.0","633","FAMILY",""
"","17-Sep-2021 13:20:29","","","274.0","849","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1132.0","936","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4931.0","868","FAMILY",""
"","17-Sep-2021 13:20:29","","","4691.0","620","FAMILY",""
"","17-Sep-2021 13:20:29","","","1615.0","829","FAMILY",""
"","17-Sep-2021 13:20:29","","","1852.0","871","FAMILY",""
"","17-Sep-2021 13:20:29","","","787.0","250","FAMILY",""
"","17-Sep-2021 13:20:29","","","2224.0","51","FAMILY",""
"","17-Sep-2021 13:20:29","","","3726.0","844","DELUXE",""
"","17-Sep-2021 13:20:29","","","646.0","480","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2067.0","343","FAMILY",""
"","17-Sep-2021 13:20:29","","","111.0","798","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4435.0","943","FAMILY",""
"","17-Sep-2021 13:20:29","","","3694.0","733","DELUXE",""
"","17-Sep-2021 13:20:29","","","1734.0","177","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1376.0","519","DELUXE",""
"","17-Sep-2021 13:20:29","","","790.0","842","DELUXE",""
"","17-Sep-2021 13:20:29","","","1897.0","262","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1648.0","21","DELUXE",""
"","17-Sep-2021 13:20:29","","","4907.0","551","FAMILY",""
"","17-Sep-2021 13:20:29","","","750.0","907","DELUXE",""
"","17-Sep-2021 13:20:29","","","3719.0","319","SINGLE",""
"","17-Sep-2021 13:20:29","","","114.0","247","FAMILY",""
"","17-Sep-2021 13:20:29","","","4820.0","442","DELUXE",""
"","17-Sep-2021 13:20:29","","","2895.0","317","DELUXE",""
"","17-Sep-2021 13:20:29","","","2643.0","98","DELUXE",""
"","17-Sep-2021 13:20:29","","","2665.0","605","DELUXE",""
"","17-Sep-2021 13:20:29","","","4396.0","205","DOUBLE",""
"","17-Sep-2021 13:20:29","","","926.0","63","FAMILY",""
"","17-Sep-2021 13:20:29","","","185.0","171","DELUXE",""
"","17-Sep-2021 13:20:29","","","3329.0","264","SINGLE",""
"","17-Sep-2021 13:20:29","","","322.0","706","DELUXE",""
"","17-Sep-2021 13:20:29","","","1264.0","472","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3181.0","457","SINGLE",""
"","17-Sep-2021 13:20:29","","","2740.0","800","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4593.0","945","FAMILY",""
"","17-Sep-2021 13:20:29","","","584.0","352","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2069.0","743","DELUXE",""
"","17-Sep-2021 13:20:29","","","2973.0","513","FAMILY",""
"","17-Sep-2021 13:20:29","","","2455.0","354","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1711.0","750","SINGLE",""
"","17-Sep-2021 13:20:29","","","1465.0","500","SINGLE",""
"","17-Sep-2021 13:20:29","","","3520.0","810","SINGLE",""
"","17-Sep-2021 13:20:29","","","1511.0","84","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1948.0","890","FAMILY",""
"","17-Sep-2021 13:20:29","","","3480.0","196","DOUBLE",""
"","17-Sep-2021 13:20:29","","","273.0","843","FAMILY",""
"","17-Sep-2021 13:20:29","","","1666.0","149","SINGLE",""
"","17-Sep-2021 13:20:29","","","542.0","940","DELUXE",""
"","17-Sep-2021 13:20:29","","","4140.0","589","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4408.0","763","SINGLE",""
"","17-Sep-2021 13:20:29","","","2255.0","421","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2748.0","574","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2625.0","400","DELUXE",""
"","17-Sep-2021 13:20:29","","","4901.0","659","FAMILY",""
"","17-Sep-2021 13:20:29","","","3792.0","76","SINGLE",""
"","17-Sep-2021 13:20:29","","","3978.0","597","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3287.0","89","DOUBLE",""
"","17-Sep-2021 13:20:29","","","53.0","371","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3308.0","80","SINGLE",""
"","17-Sep-2021 13:20:29","","","974.0","324","FAMILY",""
"","17-Sep-2021 13:20:29","","","1140.0","302","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1252.0","352","DELUXE",""
"","17-Sep-2021 13:20:29","","","4167.0","237","FAMILY",""
"","17-Sep-2021 13:20:29","","","552.0","104","FAMILY",""
"","17-Sep-2021 13:20:29","","","1480.0","171","DELUXE",""
"","17-Sep-2021 13:20:29","","","4635.0","886","SINGLE",""
"","17-Sep-2021 13:20:29","","","3960.0","956","DOUBLE",""
"","17-Sep-2021 13:20:29","","","693.0","16","FAMILY",""
"","17-Sep-2021 13:20:29","","","3942.0","284","FAMILY",""
"","17-Sep-2021 13:20:29","","","843.0","1","SINGLE",""
